12000
(432, 9436)
(432, 11939)
(433, 11665)
(437, 8041)
(437, 7455)
(439, 6478)
(439, 10645)
(439, 11716)
(439, 6199)
(440, 6692)
(440, 11826)
(440, 10934)
(442, 7247)
(442, 10719)
(444, 8113)
(444, 7841)
(447, 6445)
(448, 9365)
(455, 10715)
(455, 7661)
(456, 6810)
(458, 10646)
(458, 10296)
(459, 8753)
(459, 7561)
(459, 11533)
(460, 10332)
(461, 8295)
(461, 9194)
(461, 7915)
(462, 10039)
(463, 9835)
(465, 11556)
(465, 10763)
(467, 7633)
(469, 10065)
(471, 11785)
(471, 6305)
(471, 7991)
(476, 8361)
(476, 8132)
(476, 6105)
(477, 8603)
(478, 11717)
(478, 8326)
(478, 6003)
(478, 11746)
(479, 7782)
(479, 6038)
(480, 9944)
(481, 9926)
(483, 7632)
(483, 7556)
(483, 6319)
(486, 9776)
(486, 10426)
(486, 9751)
(486, 8784)
(487, 9336)
(488, 7719)
(488, 6561)
(488, 7135)
(488, 10620)
(491, 7195)
(492, 10941)
(493, 11701)
(495, 9301)
(495, 6104)
(497, 10083)
(498, 11100)
(499, 8037)
(499, 8988)
(500, 10729)
(503, 11475)
(504, 11247)
(504, 9224)
(506, 9935)
(507, 10442)
(507, 9800)
(507, 10664)
(507, 8773)
(507, 9921)
(507, 8028)
(513, 7416)
(514, 10144)
(515, 9763)
(516, 9303)
(517, 10384)
(518, 7508)
(518, 7633)
(519, 6784)
(519, 9354)
(520, 9446)
(521, 9899)
(522, 7594)
(522, 6419)
(523, 10097)
(524, 8099)
(525, 7272)
(527, 9981)
(527, 7377)
(527, 9910)
(531, 7494)
(531, 10158)
(531, 11993)
(532, 8147)
(532, 6013)
(532, 6228)
(534, 10385)
(535, 7055)
(536, 7581)
(538, 10435)
(538, 7015)
(539, 9390)
(539, 8896)
(540, 7674)
(541, 8809)
(541, 11018)
(542, 11630)
(547, 10620)
(549, 7440)
(551, 9353)
(551, 7229)
(552, 11556)
(554, 11418)
(556, 8550)
(556, 7595)
(558, 6836)
(560, 11897)
(560, 11852)
(561, 10354)
(562, 6791)
(565, 9270)
(566, 9491)
(566, 11719)
(568, 11454)
(571, 8223)
(572, 10887)
(573, 6251)
(574, 8899)
(574, 10964)
(575, 8169)
(575, 10759)
(579, 6598)
(581, 7560)
(582, 9633)
(582, 8036)
(583, 11800)
(583, 7258)
(583, 9711)
(583, 6794)
(584, 9884)
(584, 8074)
(585, 9739)
(585, 11602)
(585, 11694)
(586, 6167)
(586, 7366)
(587, 6423)
(587, 10780)
(588, 6240)
(592, 7840)
(592, 6574)
(592, 8516)
(593, 7792)
(593, 11421)
(595, 10519)
(596, 11703)
(598, 9753)
(599, 6337)
(602, 7280)
(609, 11121)
(609, 8626)
(610, 10408)
(612, 6140)
(612, 11089)
(613, 7774)
(616, 11843)
(616, 11885)
(617, 11918)
(619, 8792)
(620, 7281)
(620, 11412)
(621, 7215)
(621, 11866)
(623, 10092)
(623, 11579)
(623, 9318)
(624, 10614)
(625, 11128)
(625, 11290)
(627, 6513)
(628, 11187)
(629, 9148)
(629, 7616)
(630, 11676)
(630, 8480)
(631, 7173)
(631, 7889)
(631, 7021)
(632, 8379)
(632, 6550)
(634, 11680)
(635, 7035)
(636, 10901)
(639, 11792)
(639, 7483)
(639, 10496)
(640, 11531)
(641, 10011)
(642, 8540)
(642, 9839)
(643, 8610)
(643, 7960)
(643, 11364)
(644, 11925)
(644, 11957)
(645, 7852)
(646, 6404)
(647, 7359)
(647, 9687)
(648, 6764)
(648, 10126)
(651, 7556)
(651, 7754)
(652, 11978)
(653, 7454)
(653, 7524)
(653, 7534)
(654, 7191)
(655, 7182)
(655, 8938)
(656, 11479)
(657, 6058)
(657, 8092)
(657, 11711)
(657, 8988)
(657, 7507)
(659, 11313)
(660, 9524)
(661, 8783)
(662, 10895)
(663, 8899)
(665, 7111)
(667, 6073)
(668, 8800)
(668, 6799)
(668, 8394)
(668, 11009)
(674, 9542)
(675, 10394)
(675, 10129)
(676, 11771)
(676, 9022)
(678, 8786)
(678, 6615)
(679, 9420)
(683, 7710)
(683, 11172)
(683, 9575)
(687, 9835)
(688, 6150)
(688, 6897)
(689, 11128)
(691, 9486)
(692, 9153)
(692, 9512)
(693, 6000)
(694, 8551)
(694, 11129)
(695, 6815)
(696, 10077)
(696, 10959)
(696, 7225)
(697, 10074)
(698, 8083)
(699, 11536)
(700, 6001)
(703, 8820)
(704, 6710)
(706, 8005)
(707, 10859)
(711, 10272)
(712, 7154)
(712, 10297)
(712, 7357)
(713, 7556)
(714, 11359)
(716, 6372)
(717, 11050)
(718, 11324)
(719, 9189)
(719, 11421)
(720, 10260)
(720, 6340)
(720, 7499)
(721, 8078)
(721, 6896)
(721, 11989)
(722, 8503)
(722, 9524)
(725, 11872)
(726, 8508)
(727, 7744)
(728, 10378)
(728, 8829)
(728, 9921)
(730, 7667)
(730, 8711)
(732, 7855)
(732, 11793)
(734, 10960)
(734, 9654)
(736, 11465)
(739, 10979)
(739, 6570)
(740, 7985)
(742, 6408)
(744, 11724)
(746, 9252)
(746, 8448)
(749, 6763)
(749, 8869)
(750, 10574)
(750, 8168)
(751, 10188)
(752, 9470)
(753, 7657)
(753, 7896)
(753, 11048)
(753, 6829)
(754, 9160)
(754, 6287)
(756, 8831)
(757, 7911)
(758, 9111)
(759, 10716)
(759, 8551)
(762, 11297)
(764, 7268)
(765, 8399)
(765, 9509)
(766, 7044)
(768, 8442)
(771, 6693)
(772, 11257)
(772, 7304)
(773, 6974)
(773, 8645)
(773, 10894)
(774, 9562)
(774, 11881)
(774, 11753)
(774, 10184)
(775, 10874)
(775, 9029)
(776, 6225)
(777, 11319)
(777, 7649)
(777, 7986)
(779, 8394)
(780, 11960)
(780, 8919)
(780, 10563)
(780, 8145)
(782, 6911)
(782, 7845)
(783, 7966)
(783, 6754)
(783, 10390)
(784, 8188)
(784, 7866)
(785, 9002)
(785, 11678)
(785, 10856)
(786, 8924)
(786, 8110)
(786, 8210)
(787, 9118)
(787, 8893)
(788, 9775)
(790, 7843)
(790, 11098)
(792, 6485)
(792, 7442)
(792, 9009)
(792, 8489)
(792, 9592)
(793, 6752)
(794, 10628)
(795, 10867)
(796, 11575)
(797, 8102)
(798, 7977)
(799, 9414)
(800, 11579)
(801, 7397)
(801, 9034)
(803, 6024)
(804, 8798)
(805, 10203)
(806, 8251)
(810, 10810)
(810, 6725)
(810, 10167)
(815, 11676)
(816, 11565)
(817, 6587)
(819, 7431)
(819, 8643)
(820, 7027)
(820, 9097)
(820, 8318)
(820, 11892)
(821, 7366)
(821, 11097)
(822, 6690)
(823, 6981)
(826, 10888)
(826, 10825)
(828, 11733)
(829, 9926)
(829, 8717)
(831, 9513)
(833, 9803)
(834, 11938)
(836, 11205)
(839, 8654)
(840, 7516)
(841, 10360)
(841, 10455)
(842, 8201)
(845, 10743)
(846, 10365)
(849, 11345)
(850, 10903)
(850, 11007)
(850, 6206)
(854, 11023)
(855, 7950)
(856, 7862)
(856, 6751)
(858, 7048)
(858, 8801)
(859, 11745)
(860, 6309)
(861, 8938)
(864, 11219)
(865, 11516)
(868, 8611)
(870, 9852)
(871, 7753)
(871, 10357)
(874, 11151)
(876, 9111)
(877, 8123)
(878, 6565)
(880, 8025)
(880, 6928)
(883, 6110)
(884, 6299)
(885, 8549)
(885, 10186)
(887, 8065)
(887, 9445)
(888, 9350)
(888, 6804)
(889, 10876)
(890, 11906)
(893, 7430)
(894, 7777)
(896, 10438)
(898, 7222)
(898, 11229)
(900, 6531)
(901, 7807)
(903, 10531)
(904, 6932)
(904, 11904)
(905, 9584)
(905, 7111)
(905, 8008)
(905, 11051)
(906, 8845)
(907, 9526)
(908, 10424)
(910, 8268)
(910, 9304)
(910, 6897)
(910, 6974)
(911, 9443)
(912, 10691)
(912, 8766)
(914, 7752)
(914, 9409)
(917, 11517)
(918, 7537)
(918, 6892)
(919, 6386)
(919, 11762)
(919, 6688)
(921, 8549)
(921, 11749)
(921, 11442)
(922, 10693)
(922, 8684)
(924, 7799)
(924, 10911)
(924, 7503)
(925, 6049)
(925, 9477)
(925, 7450)
(925, 10324)
(926, 11127)
(932, 6277)
(933, 8807)
(933, 6749)
(934, 9388)
(936, 7514)
(937, 10231)
(937, 10031)
(939, 11028)
(940, 6595)
(941, 10123)
(943, 8717)
(944, 10464)
(946, 6236)
(946, 11764)
(946, 8006)
(948, 7045)
(949, 9892)
(950, 9847)
(951, 6808)
(951, 9357)
(952, 7966)
(952, 9825)
(953, 8056)
(954, 11489)
(954, 6230)
(955, 7227)
(956, 6952)
(957, 7318)
(957, 10155)
(958, 10585)
(959, 8016)
(959, 10448)
(960, 9394)
(960, 7506)
(962, 8034)
(962, 6382)
(962, 8445)
(962, 6812)
(963, 10611)
(963, 11531)
(964, 9538)
(964, 11723)
(967, 11472)
(968, 9167)
(969, 9629)
(970, 8770)
(972, 10100)
(972, 6575)
(974, 11868)
(974, 11312)
(974, 8464)
(975, 9725)
(978, 8105)
(978, 9249)
(978, 8477)
(979, 9324)
(980, 8324)
(980, 11965)
(981, 6548)
(981, 6406)
(983, 10610)
(983, 7147)
(984, 10948)
(984, 6126)
(985, 8609)
(988, 7261)
(988, 10599)
(989, 8165)
(989, 11994)
(990, 8754)
(993, 11598)
(993, 7332)
(994, 9828)
(995, 10739)
(996, 10840)
(1001, 7952)
(1002, 9324)
(1004, 9297)
(1004, 8630)
(1005, 6169)
(1005, 7306)
(1005, 10357)
(1006, 8253)
(1007, 10008)
(1008, 6261)
(1009, 9805)
(1009, 9958)
(1009, 6582)
(1011, 11451)
(1012, 6628)
(1012, 9603)
(1012, 8542)
(1013, 7536)
(1013, 7938)
(1014, 9248)
(1015, 10891)
(1015, 7545)
(1016, 11577)
(1020, 6485)
(1020, 7803)
(1020, 11531)
(1020, 10202)
(1021, 9501)
(1021, 7239)
(1021, 8649)
(1023, 8831)
(1023, 9761)
(1025, 11588)
(1025, 11935)
(1026, 10339)
(1027, 6010)
(1027, 9786)
(1028, 6782)
(1028, 10123)
(1029, 6005)
(1029, 7557)
(1030, 10110)
(1033, 8964)
(1034, 8548)
(1037, 9088)
(1039, 8038)
(1044, 7544)
(1044, 11899)
(1045, 8686)
(1045, 9851)
(1047, 6680)
(1048, 8025)
(1049, 7663)
(1051, 7861)
(1051, 6479)
(1051, 7262)
(1053, 9359)
(1053, 11034)
(1054, 11664)
(1057, 6773)
(1060, 6839)
(1060, 6930)
(1061, 8364)
(1063, 6030)
(1063, 10958)
(1066, 10912)
(1066, 8129)
(1066, 7260)
(1068, 9637)
(1069, 11188)
(1071, 7320)
(1072, 10026)
(1074, 10646)
(1078, 6078)
(1081, 10158)
(1082, 7283)
(1082, 9854)
(1082, 9741)
(1083, 6871)
(1085, 11980)
(1086, 8516)
(1086, 7482)
(1088, 10910)
(1089, 6027)
(1089, 10831)
(1090, 10153)
(1091, 7262)
(1095, 7009)
(1097, 7885)
(1097, 9999)
(1101, 8250)
(1103, 6063)
(1104, 8349)
(1105, 10644)
(1106, 6528)
(1106, 8409)
(1107, 6895)
(1107, 11997)
(1108, 6332)
(1109, 11289)
(1109, 11187)
(1110, 9742)
(1110, 6578)
(1111, 7632)
(1113, 11043)
(1113, 7175)
(1114, 9254)
(1119, 10589)
(1119, 7262)
(1121, 11592)
(1123, 11139)
(1124, 8349)
(1127, 6360)
(1128, 8725)
(1128, 8890)
(1128, 6076)
(1131, 10661)
(1133, 11577)
(1133, 10644)
(1139, 9700)
(1141, 6139)
(1143, 6638)
(1146, 6660)
(1146, 11088)
(1148, 6617)
(1148, 9189)
(1149, 6314)
(1151, 7020)
(1151, 8989)
(1152, 8496)
(1153, 8376)
(1153, 7950)
(1156, 6965)
(1158, 9983)
(1159, 7753)
(1160, 9051)
(1160, 7130)
(1161, 8317)
(1163, 7971)
(1165, 9261)
(1165, 6174)
(1169, 10565)
(1169, 9764)
(1170, 6221)
(1171, 10119)
(1172, 9644)
(1173, 7664)
(1173, 7463)
(1173, 8758)
(1175, 11978)
(1178, 10313)
(1178, 7036)
(1179, 6866)
(1179, 10237)
(1179, 9677)
(1181, 8020)
(1183, 10306)
(1183, 7669)
(1184, 11673)
(1184, 11240)
(1184, 8212)
(1185, 9399)
(1185, 8309)
(1188, 8895)
(1188, 6239)
(1189, 6482)
(1191, 11271)
(1191, 8637)
(1193, 6970)
(1195, 11966)
(1197, 10132)
(1197, 8226)
(1198, 6273)
(1198, 10353)
(1199, 8087)
(1199, 10681)
(1200, 6938)
(1202, 10353)
(1203, 6145)
(1207, 10457)
(1207, 8406)
(1208, 11915)
(1211, 6192)
(1213, 9556)
(1214, 7002)
(1215, 9276)
(1218, 8665)
(1219, 11075)
(1220, 6170)
(1221, 9404)
(1223, 6363)
(1226, 6905)
(1226, 7445)
(1227, 11270)
(1227, 6782)
(1229, 11272)
(1230, 6530)
(1231, 10925)
(1232, 10250)
(1233, 7256)
(1233, 7286)
(1233, 8510)
(1233, 10589)
(1233, 10803)
(1234, 6698)
(1235, 6463)
(1235, 8403)
(1235, 11476)
(1235, 8334)
(1237, 11553)
(1238, 6191)
(1240, 6679)
(1241, 10134)
(1242, 10447)
(1243, 7288)
(1243, 6141)
(1244, 8780)
(1244, 10495)
(1247, 11971)
(1247, 9735)
(1247, 9097)
(1249, 10335)
(1249, 10113)
(1249, 6372)
(1250, 10552)
(1251, 10482)
(1251, 10528)
(1252, 8203)
(1252, 8626)
(1252, 10654)
(1253, 10061)
(1254, 7236)
(1255, 6836)
(1256, 8722)
(1256, 7592)
(1257, 10958)
(1259, 10401)
(1260, 10028)
(1260, 9429)
(1260, 10474)
(1260, 6656)
(1261, 8170)
(1262, 7133)
(1263, 10734)
(1263, 6487)
(1263, 7918)
(1263, 8597)
(1264, 7264)
(1266, 10563)
(1267, 6236)
(1268, 9351)
(1269, 7211)
(1271, 11304)
(1273, 10631)
(1274, 8509)
(1274, 9391)
(1275, 6585)
(1275, 10543)
(1275, 6703)
(1276, 8540)
(1276, 6357)
(1276, 10660)
(1277, 10654)
(1281, 6535)
(1283, 6500)
(1283, 10292)
(1283, 7584)
(1284, 6185)
(1284, 6583)
(1284, 10621)
(1284, 8770)
(1286, 9973)
(1286, 9010)
(1287, 11287)
(1288, 11505)
(1289, 9959)
(1290, 9973)
(1291, 10977)
(1294, 11769)
(1295, 11191)
(1297, 10957)
(1299, 10808)
(1300, 6196)
(1301, 6668)
(1301, 10313)
(1301, 7568)
(1303, 6030)
(1303, 7161)
(1304, 8941)
(1305, 10952)
(1306, 6861)
(1306, 9124)
(1309, 10427)
(1310, 8318)
(1310, 6924)
(1311, 6481)
(1312, 8669)
(1314, 9309)
(1314, 10011)
(1317, 7760)
(1318, 10126)
(1318, 6060)
(1322, 11302)
(1322, 11632)
(1323, 11139)
(1324, 10277)
(1324, 7922)
(1324, 7501)
(1327, 7778)
(1327, 11761)
(1328, 9586)
(1329, 9848)
(1330, 11838)
(1330, 11734)
(1331, 6943)
(1332, 6862)
(1334, 9873)
(1337, 8087)
(1337, 10344)
(1338, 8031)
(1338, 6535)
(1339, 6109)
(1339, 10797)
(1340, 11231)
(1340, 6202)
(1342, 10085)
(1343, 11027)
(1345, 10900)
(1346, 11915)
(1348, 9936)
(1348, 6731)
(1348, 9701)
(1349, 9545)
(1350, 11744)
(1350, 11054)
(1351, 10921)
(1352, 10716)
(1354, 7756)
(1357, 11810)
(1358, 7157)
(1359, 7081)
(1359, 7033)
(1365, 8563)
(1368, 9844)
(1368, 6528)
(1369, 11090)
(1369, 6501)
(1369, 9568)
(1370, 11759)
(1370, 11281)
(1373, 7660)
(1373, 11489)
(1374, 8267)
(1375, 8840)
(1377, 11230)
(1378, 7062)
(1379, 9493)
(1380, 9068)
(1381, 8998)
(1381, 10920)
(1381, 8164)
(1382, 9792)
(1383, 9365)
(1384, 8618)
(1388, 7808)
(1389, 6144)
(1391, 7309)
(1393, 7649)
(1393, 10405)
(1393, 9677)
(1395, 9204)
(1395, 10615)
(1398, 9350)
(1399, 8139)
(1401, 7956)
(1404, 10196)
(1404, 6796)
(1404, 6463)
(1405, 6980)
(1405, 11121)
(1405, 9967)
(1406, 11178)
(1408, 7964)
(1408, 7778)
(1408, 11013)
(1408, 10890)
(1409, 8580)
(1410, 7394)
(1411, 6367)
(1412, 10352)
(1412, 9284)
(1413, 6468)
(1413, 10127)
(1414, 11896)
(1414, 11772)
(1415, 8263)
(1415, 11771)
(1417, 11996)
(1417, 9087)
(1418, 8192)
(1418, 6181)
(1419, 11119)
(1419, 7159)
(1421, 8288)
(1421, 6166)
(1421, 11284)
(1423, 10847)
(1423, 10233)
(1423, 6679)
(1423, 8972)
(1424, 11712)
(1424, 11301)
(1425, 10051)
(1426, 8746)
(1427, 7490)
(1428, 9574)
(1428, 10230)
(1429, 8630)
(1429, 6827)
(1431, 8687)
(1431, 6192)
(1434, 10116)
(1434, 11317)
(1434, 7517)
(1434, 6226)
(1435, 8926)
(1435, 10031)
(1441, 7143)
(1441, 9973)
(1441, 7507)
(1444, 11347)
(1445, 8607)
(1445, 6545)
(1449, 8311)
(1449, 9954)
(1450, 11218)
(1450, 8470)
(1450, 9353)
(1454, 10443)
(1454, 8770)
(1455, 6607)
(1456, 7252)
(1456, 10098)
(1456, 8393)
(1457, 9308)
(1458, 11385)
(1459, 9900)
(1460, 7376)
(1462, 8654)
(1463, 6428)
(1464, 9659)
(1464, 9842)
(1466, 10673)
(1467, 10917)
(1467, 11862)
(1471, 7870)
(1475, 11864)
(1477, 8648)
(1477, 6361)
(1478, 10632)
(1478, 7147)
(1479, 8065)
(1480, 11785)
(1481, 6250)
(1482, 9964)
(1483, 11706)
(1483, 10208)
(1484, 10522)
(1484, 8787)
(1484, 6527)
(1484, 11978)
(1484, 7031)
(1487, 9709)
(1488, 6688)
(1489, 7432)
(1489, 9533)
(1489, 11997)
(1492, 8957)
(1494, 6224)
(1495, 9279)
(1496, 7643)
(1497, 7676)
(1498, 6725)
(1499, 9029)
(1500, 8413)
(1502, 9041)
(1503, 9125)
(1503, 6239)
(1504, 7031)
(1505, 6519)
(1506, 11315)
(1506, 7660)
(1508, 6926)
(1509, 6237)
(1509, 11663)
(1511, 11271)
(1511, 7099)
(1512, 10872)
(1512, 7622)
(1516, 10202)
(1517, 10851)
(1518, 7794)
(1519, 7133)
(1519, 6180)
(1520, 11591)
(1521, 10572)
(1522, 6136)
(1526, 7371)
(1526, 9842)
(1527, 10824)
(1531, 11188)
(1531, 10005)
(1531, 8995)
(1532, 10424)
(1533, 11919)
(1533, 8573)
(1533, 6745)
(1534, 9203)
(1534, 11189)
(1535, 9773)
(1535, 11924)
(1535, 6305)
(1535, 6839)
(1536, 10340)
(1537, 8501)
(1538, 9908)
(1539, 9042)
(1544, 8389)
(1544, 8846)
(1546, 7122)
(1547, 9935)
(1547, 8497)
(1548, 8931)
(1550, 11573)
(1553, 8421)
(1555, 7102)
(1556, 6882)
(1558, 8505)
(1559, 10320)
(1559, 9488)
(1561, 11086)
(1561, 8156)
(1562, 8481)
(1562, 7184)
(1564, 6524)
(1567, 11949)
(1567, 9802)
(1567, 7148)
(1568, 7210)
(1568, 10443)
(1569, 9192)
(1570, 10607)
(1570, 8882)
(1571, 6108)
(1572, 9233)
(1572, 7913)
(1574, 6988)
(1575, 8321)
(1577, 10775)
(1579, 8286)
(1581, 11018)
(1582, 8511)
(1583, 9589)
(1584, 11736)
(1588, 6525)
(1589, 10453)
(1589, 7905)
(1593, 9083)
(1594, 9326)
(1594, 8863)
(1596, 10585)
(1596, 6059)
(1598, 11334)
(1599, 8938)
(1599, 11383)
(1600, 7814)
(1600, 6230)
(1603, 9907)
(1603, 6659)
(1605, 8725)
(1605, 8077)
(1610, 10444)
(1611, 9502)
(1611, 8368)
(1612, 9947)
(1612, 7797)
(1614, 11872)
(1614, 8490)
(1614, 10105)
(1615, 11288)
(1616, 10874)
(1616, 8457)
(1617, 8962)
(1617, 6662)
(1617, 7649)
(1619, 9817)
(1621, 11990)
(1621, 8571)
(1621, 9732)
(1621, 8872)
(1621, 9418)
(1622, 11382)
(1623, 10306)
(1623, 8585)
(1624, 10536)
(1625, 10203)
(1625, 8666)
(1625, 10687)
(1626, 11585)
(1626, 11665)
(1627, 11493)
(1627, 9584)
(1628, 11056)
(1629, 7802)
(1629, 7305)
(1630, 10621)
(1631, 9394)
(1634, 6311)
(1635, 9455)
(1635, 9494)
(1636, 11427)
(1638, 10576)
(1639, 6367)
(1640, 11112)
(1640, 11581)
(1641, 9165)
(1641, 8313)
(1641, 9770)
(1642, 10695)
(1642, 8998)
(1642, 8498)
(1644, 11949)
(1644, 10637)
(1645, 10412)
(1646, 11420)
(1647, 11606)
(1650, 11977)
(1650, 6895)
(1651, 8621)
(1652, 7916)
(1657, 11265)
(1658, 10878)
(1659, 8618)
(1663, 6274)
(1663, 7741)
(1664, 10554)
(1664, 9841)
(1664, 6897)
(1665, 10684)
(1668, 10108)
(1668, 6638)
(1668, 8523)
(1669, 7936)
(1669, 6335)
(1669, 10287)
(1669, 7299)
(1671, 7460)
(1671, 10596)
(1671, 11626)
(1671, 7799)
(1671, 8670)
(1672, 11551)
(1676, 10752)
(1676, 6114)
(1677, 11306)
(1677, 11516)
(1678, 6433)
(1678, 8406)
(1679, 7286)
(1680, 8068)
